0	0	3
1	0	3
2	129640.017638	3
3	89224.916515	3
4	60815.0119959	3
5	43485.1902949	3
6	34375.1685963	3
7	29654.0521364	3
8	25337.5872158	3
9	23008.4320407	3
10	21281.941454	3
11	20205.5256832	3
12	18964.3701851	3
13	18720.0206759	3
14	18474.8602365	3
15	18343.0267618	3
16	18082.4609053	3
17	18040.0204912	3
18	17813.4186777	3
19	17806.8270039	3
20	17796.9394933	3
21	17793.6436565	3
22	17787.0519827	3
23	17787.0519827	3
24	17787.0519827	3
25	17787.0519827	3
26	17787.0519827	3
27	17783.7561459	3
28	17783.7561459	3
29	17783.7561459	3
30	17763.9811247	3
31	17754.0936141	3
32	17754.0936141	3
33	17754.0936141	3
34	17760.6852878	3
35	17763.9811247	3
36	17763.9811247	3
37	17750.7977772	3
38	17744.2061035	3
39	17740.9102666	3
40	17740.9102666	3
41	17740.9102666	3
42	17740.9102666	3
43	17740.9102666	3
44	17740.9102666	3
45	17740.9102666	3
46	17740.9102666	3
47	17740.9102666	3
48	17744.2061035	3
49	17740.9102666	3
50	17740.9102666	3
51	17737.6144297	3
52	17737.6144297	3
53	17737.6144297	3
54	17737.6144297	3
55	17737.6144297	3
56	17737.6144297	3
57	17737.6144297	3
