497,1,992,230.258509299
389,1,560,230.258509299
510,1,887,230.258509299
253,2,179,230.258509299
346,1,617,230.258509299
494,0,964,230.258509299
5,1,170,230.258509299
66,2,858,230.258509299
15,1,169,230.258509299
232,1,376,230.258509299
26,2,799,230.258509299
268,0,423,230.258509299
219,0,249,230.258509299
316,2,896,230.258509299
106,2,388,230.258509299
397,0,715,230.258509299
495,1,160,230.258509299
111,1,301,230.258509299
148,2,780,230.258509299
203,1,106,230.258509299
556,1,124,230.258509299
457,0,518,230.258509299
150,0,149,230.258509299
257,0,912,230.258509299
144,1,192,230.258509299
293,0,777,230.258509299
279,0,180,230.258509299
436,0,636,230.258509299
502,0,792,230.258509299
179,2,117,230.258509299
608,2,922,230.258509299
205,2,54,230.258509299
292,0,950,230.258509299
423,2,7,230.258509299
35,2,588,230.258509299
241,0,667,230.258509299
18,2,631,230.258509299
398,1,926,230.258509299
372,2,919,230.258509299
575,0,434,230.258509299
496,1,416,230.258509299
55,0,693,230.258509299
267,1,388,230.258509299
607,0,64,230.258509299
136,0,934,230.258509299
406,2,394,230.258509299
59,2,114,230.258509299
33,0,264,230.258509299
514,2,425,230.258509299
581,2,415,230.258509299
272,2,947,230.258509299
84,2,102,230.258509299
43,2,624,230.258509299
157,2,672,230.258509299
546,1,964,230.258509299
89,2,799,230.258509299
589,0,973,230.258509299
505,1,487,230.258509299
243,0,612,230.258509299
188,2,183,230.258509299
367,1,331,230.258509299
415,1,513,230.258509299
488,2,578,230.258509299
72,1,827,230.258509299
343,1,660,230.258509299
407,2,721,230.258509299
580,1,711,230.258509299
533,1,982,230.258509299
435,2,810,230.258509299
222,0,195,230.258509299
303,0,119,230.258509299
277,2,240,230.258509299
606,2,176,230.258509299
40,0,100,230.258509299
530,0,446,230.258509299
79,1,358,230.258509299
93,1,2,230.258509299
524,2,254,230.258509299
542,0,349,230.258509299
221,2,40,230.258509299
507,2,634,230.258509299
87,2,725,230.258509299
591,0,227,230.258509299
200,2,20,230.258509299
344,0,770,230.258509299
105,0,998,230.258509299
566,2,808,230.258509299
470,2,698,230.258509299
73,0,378,230.258509299
23,0,855,230.258509299
543,0,349,230.258509299
347,2,628,230.258509299
315,1,395,230.258509299
58,1,817,230.258509299
83,0,638,230.258509299
230,0,706,230.258509299
101,1,310,230.258509299
499,0,378,230.258509299
138,1,923,230.258509299
329,2,846,230.258509299
403,2,950,230.258509299
151,2,651,230.258509299
577,2,554,230.258509299
337,1,793,230.258509299
158,2,343,230.258509299
421,0,197,230.258509299
350,0,926,230.258509299
274,1,72,230.258509299
53,1,617,230.258509299
76,0,228,230.258509299
160,1,738,230.258509299
368,1,497,230.258509299
234,1,417,230.258509299
463,2,911,230.258509299
429,2,291,230.258509299
340,0,90,230.258509299
345,0,289,230.258509299
239,0,710,230.258509299
50,0,515,230.258509299
47,0,110,230.258509299
237,1,972,230.258509299
412,1,278,230.258509299
371,1,638,230.258509299
374,1,660,230.258509299
27,2,418,230.258509299
54,0,821,230.258509299
411,2,872,230.258509299
284,1,864,230.258509299
563,0,180,230.258509299
333,0,668,230.258509299
424,1,130,230.258509299
393,1,772,230.258509299
319,0,216,230.258509299
96,0,586,230.258509299
561,1,65,230.258509299
405,0,925,230.258509299
212,1,372,230.258509299
135,2,330,230.258509299
256,0,946,230.258509299
31,1,273,230.258509299
490,0,921,230.258509299
298,2,543,230.258509299
190,0,375,230.258509299
182,2,307,230.258509299
57,1,131,230.258509299
573,1,890,230.258509299
80,0,356,230.258509299
512,1,967,230.258509299
354,1,648,230.258509299
596,1,409,230.258509299
487,1,327,230.258509299
128,2,563,230.258509299
110,2,430,230.258509299
513,2,852,230.258509299
528,2,927,230.258509299
386,1,398,230.258509299
62,2,846,230.258509299
498,1,586,230.258509299
209,0,561,230.258509299
248,2,104,230.258509299
430,0,414,230.258509299
598,2,475,230.258509299
254,1,991,230.258509299
382,2,983,230.258509299
321,0,959,230.258509299
255,0,148,230.258509299
585,0,287,230.258509299
169,1,422,230.258509299
163,1,267,230.258509299
338,0,912,230.258509299
11,1,64,230.258509299
213,1,214,230.258509299
175,0,343,230.258509299
567,0,675,230.258509299
579,2,560,230.258509299
466,2,166,230.258509299
432,0,875,230.258509299
97,1,66,230.258509299
317,2,140,230.258509299
302,1,196,230.258509299
503,0,544,230.258509299
468,0,248,230.258509299
24,2,345,230.258509299
574,0,431,230.258509299
271,2,327,230.258509299
504,0,990,230.258509299
184,1,925,230.258509299
201,2,631,230.258509299
131,2,663,230.258509299
130,1,47,230.258509299
81,1,958,230.258509299
42,0,897,230.258509299
187,1,535,230.258509299
492,1,242,230.258509299
480,0,204,230.258509299
410,2,144,230.258509299
438,1,785,230.258509299
278,2,844,230.258509299
401,2,634,230.258509299
360,2,370,230.258509299
485,2,218,230.258509299
471,0,951,230.258509299
473,0,359,230.258509299
335,1,820,230.258509299
177,2,796,230.258509299
391,2,998,230.258509299
113,1,381,230.258509299
358,2,138,230.258509299
420,0,855,230.258509299
199,2,199,230.258509299
355,0,437,230.258509299
568,2,409,230.258509299
149,2,185,230.258509299
286,1,933,230.258509299
36,2,355,230.258509299
422,2,74,230.258509299
259,2,844,230.258509299
194,0,598,230.258509299
357,2,771,230.258509299
214,0,234,230.258509299
140,2,608,230.258509299
236,0,949,230.258509299
456,0,988,230.258509299
439,2,8,230.258509299
453,2,966,230.258509299
141,1,740,230.258509299
611,2,331,230.258509299
299,1,737,230.258509299
323,1,201,230.258509299
45,1,240,230.258509299
245,2,733,230.258509299
208,1,999,230.258509299
32,2,12,230.258509299
560,0,15,230.258509299
244,2,913,230.258509299
600,0,427,230.258509299
250,1,449,230.258509299
486,2,477,230.258509299
251,0,485,230.258509299
64,1,321,230.258509299
156,2,681,230.258509299
414,2,691,230.258509299
586,2,655,230.258509299
60,0,575,230.258509299
595,0,962,230.258509299
461,2,776,230.258509299
240,0,616,230.258509299
134,1,628,230.258509299
525,0,50,230.258509299
553,1,485,230.258509299
285,1,696,230.258509299
538,1,699,230.258509299
103,1,122,230.258509299
376,2,849,230.258509299
217,0,243,230.258509299
565,1,67,230.258509299
304,2,448,230.258509299
531,0,428,230.258509299
506,1,535,230.258509299
266,0,662,230.258509299
152,1,310,230.258509299
365,2,328,230.258509299
594,1,136,230.258509299
325,1,709,230.258509299
162,1,832,230.258509299
520,1,236,230.258509299
228,0,369,230.258509299
86,0,720,230.258509299
153,1,90,230.258509299
547,0,89,230.258509299
361,2,733,230.258509299
52,1,841,230.258509299
88,1,835,230.258509299
82,1,625,230.258509299
539,0,664,230.258509299
491,0,792,230.258509299
114,2,512,230.258509299
70,1,208,230.258509299
363,2,96,230.258509299
310,2,188,230.258509299
308,1,758,230.258509299
482,1,659,230.258509299
270,2,190,230.258509299
71,0,875,230.258509299
301,2,482,230.258509299
348,2,227,230.258509299
475,0,954,230.258509299
381,1,321,230.258509299
540,0,151,230.258509299
352,2,27,230.258509299
295,2,395,230.258509299
202,1,142,230.258509299
493,1,24,230.258509299
578,1,422,230.258509299
125,2,960,230.258509299
122,2,892,230.258509299
17,1,524,230.258509299
312,0,160,230.258509299
455,2,298,230.258509299
334,2,911,230.258509299
477,0,610,230.258509299
30,2,174,230.258509299
428,0,421,230.258509299
599,1,754,230.258509299
247,1,579,230.258509299
109,1,556,230.258509299
19,0,514,230.258509299
465,2,498,230.258509299
516,2,959,230.258509299
280,2,529,230.258509299
223,0,403,230.258509299
16,1,342,230.258509299
137,2,517,230.258509299
605,2,796,230.258509299
123,0,935,230.258509299
206,2,690,230.258509299
67,0,447,230.258509299
431,0,969,230.258509299
197,0,193,230.258509299
226,1,434,230.258509299
41,2,797,230.258509299
557,1,31,230.258509299
419,0,87,230.258509299
588,1,831,230.258509299
115,2,207,230.258509299
434,0,767,230.258509299
235,1,360,230.258509299
168,2,721,230.258509299
195,1,28,230.258509299
227,0,442,230.258509299
394,1,332,230.258509299
159,0,601,230.258509299
562,2,47,230.258509299
198,0,315,230.258509299
341,1,679,230.258509299
242,2,318,230.258509299
211,1,74,230.258509299
508,0,2,230.258509299
554,1,232,230.258509299
601,0,383,230.258509299
92,0,868,230.258509299
37,2,900,230.258509299
483,0,586,230.258509299
181,2,252,230.258509299
297,2,936,230.258509299
233,2,794,230.258509299
90,2,887,230.258509299
447,0,755,230.258509299
330,1,945,230.258509299
231,2,2,230.258509299
362,0,220,230.258509299
400,2,569,230.258509299
85,2,711,230.258509299
369,2,604,230.258509299
65,2,806,230.258509299
409,2,530,230.258509299
479,2,284,230.258509299
146,1,334,230.258509299
402,2,549,230.258509299
282,2,308,230.258509299
261,1,465,230.258509299
322,2,979,230.258509299
437,1,894,230.258509299
518,0,360,230.258509299
305,2,499,230.258509299
408,2,25,230.258509299
336,0,362,230.258509299
178,2,292,230.258509299
176,0,108,230.258509299
527,1,480,230.258509299
484,2,149,230.258509299
164,1,610,230.258509299
469,0,652,230.258509299
307,2,727,230.258509299
441,0,448,230.258509299
294,0,875,230.258509299
366,0,435,230.258509299
392,1,110,230.258509299
246,1,522,230.258509299
388,1,898,230.258509299
460,1,950,230.258509299
571,1,608,230.258509299
