0	0	3
1	0	3
2	130858.929514	3
3	94324.5748721	3
4	64420.9742307	3
5	44013.8488282	3
6	33069.5156928	3
7	26072.9469828	3
8	21639.4739576	3
9	18756.2127239	3
10	17264.9950661	3
11	16629.267877	3
12	15372.1067526	3
13	14840.6299479	3
14	14507.9611455	3
15	14439.9649666	3
16	14391.3383438	3
17	14346.8184881	3
18	14332.3666293	3
19	14151.5010668	3
20	14115.2468613	3
21	14109.4661178	3
22	14109.4661178	3
23	14099.5786072	3
24	14099.5786072	3
25	14096.2827703	3
26	14096.2827703	3
27	14099.5786072	3
28	14106.1702809	3
29	14092.9869334	3
30	14073.2119122	3
31	14063.3244016	3
32	14060.0285648	3
33	14036.9577067	3
34	14023.7743593	3
35	14007.2951749	3
36	14007.2951749	3
37	13980.92848	3
38	13984.2243169	3
39	13980.92848	3
40	13944.6742745	3
41	13915.0117427	3
42	13865.5741897	3
43	13851.579912	3
44	13828.5090539	3
45	13795.5506853	3
46	13772.4798272	3
47	13752.704806	3
48	13693.3797424	3
49	13683.4922318	3
50	13676.9005581	3
